,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
371,2-s2.0-85079876432,10.1002/ejoc.201901776,,,"[3+2] Anionic Cycloaddition of Isocyanides to Acyclic Enamines and Enaminones: A New, Simple, and Convenient Method for the Synthesis of 2,4-Disubstituted Pyrroles",ar,Article,Efimov I.V.,60103702;60015024;60003138,Uralʹskiĭ Federalʹnyĭ Universitet;RUDN University;Universidad de Córdoba,Yekaterinburg;Moscow;Cordoba,Russian Federation;Russian Federation;Spain,5,"Efimov, Ilya V.;Matveeva, Maria D.;Luque, Rafael;Bakulev, Vasiliy A.;Voskressensky, Leonid G.",55159039500;56425943100;26643003700;35516305000;6602465399,60015024;60015024;60015024-60003138;60103702;60015024,2020-03-08,8 March 2020,European Journal of Organic Chemistry,1434193X,25853,10990690,Journal,2020,9,,1108-1113,"We herein demonstrate a new approach for the synthesis of 2,4-disubstituted pyrroles by [3+2] cycloaddition reaction of isocyanides to the activated double bond of various enamines and enaminones. This process paved the way for the synthesis a series of 2,4-disubstituted pyrroles, which are known to be intermediates in the synthesis of biologically active compounds, in good to excellent yields from simple and commercially available starting materials. The process is carried out efficiently using a strong base, tBuOK, at low temperatures (0 °C). The described method is simple, proceeds in one step, does not require additional catalysts and hence, has a wide scope.",Cycloaddition | Enamines | Enaminones | Isocyanides | Potassium tert-butoxide | Pyrroles,15,0,,,RSF,18-73-10099,Russian Science Foundation
372,2-s2.0-85080032421,10.1021/acssuschemeng.9b05656,,,Microwave-Assisted Oxidation of Hydroxymethyl Furfural to Added-Value Compounds over a Ruthenium-Based Catalyst,ar,Article,Zhao D.,60108665;60026208;60015331;60015024;60008332;60003138;60001422,Université PSL;Centre for Research and Technology-Hellas;Aristotle University of Thessaloniki;RUDN University;Nanchang University;Universidad de Córdoba;Sorbonne Université,Paris;Thessaloniki;Thessaloniki;Moscow;Nanchang;Cordoba;Paris,France;Greece;Greece;Russian Federation;China;Spain;France,6,"Zhao, Deyang;Rodriguez-Padron, Daily;Triantafyllidis, Konstantinos S.;Wang, Yantao;Luque, Rafael;Len, Christophe",57201859441;57194760010;8406363900;57190567482;26643003700;7004295722,60001422-60108665;60108665-60003138;60015331-60026208;60001422-60008332;60003138-60015024;60001422-60108665,2020-03-02,2 March 2020,ACS Sustainable Chemistry and Engineering,,21100248891,21680485,Journal,8,8,,3091-3102,"Oxidation of 5-hydroxymethylfurfural (HMF) toward 2,5-furandicarboxylic acid (FDCA) was successfully performed under microwave (MW)-assisted heating using hydrogen peroxide (H2O2) as an oxidant. Various Ru-based materials as catalytic systems have been investigated. Particularly, commercial 5% Ru/C achieved an impressive FDCA yield of 88% in only 30 min under microwave batch conditions. Various reaction parameters such as the reaction time, type of base, base amount, temperature, catalyst loading, and hydrogen peroxide concentration have been optimized. The optimum conditions were employed under an air atmosphere, exhibiting an 84% FDCA yield in 22 h. Noticeably, a microwave continuous flow approach was also investigated using the optimum conditions, displaying full HMF conversion with 38% FFCA and 47% FDCA yields. Reusability studies revealed the reason for catalyst deactivation to be most likely associated with the deteriorated textural properties after MW batch and continuous flow reactions. Ru leaching was found to be more severe under continuous flow (8%) as compared to batch conditions (2%). The present study provided a promising pathway for FDCA synthesis using commercially available and environmentally benign catalysts.","2,5-furandicarboxylic acid | 5 percent Ru/C | 5-hydroxymethylfurfural | microwave-assisted",53,0,,,CSC,undefined,China Scholarship Council
373,2-s2.0-85081694555,10.3390/ma13051097,,,Synthesis and characterization of novel pyridine periodic mesoporous organosilicas and its catalytic activity in the Knoevenagel condensation reaction,ar,Article,Rajabi F.,60027546;60010312;60003138,Payame Noor University;Iran Polymer and Petrochemical Institute;Universidad de Córdoba,Tehran;Tehran;Cordoba,Iran;Iran;Spain,5,"Rajabi, Fatemeh;Ebrahimi, Arezoo Zare;Rabiee, Ahmad;Pineda, Antonio;Luque, Rafael",57203122491;57215683389;36091677600;55412652100;26643003700,60027546;60027546;60010312;60003138;60003138,2020-03-01,1 March 2020,Materials,,76627,19961944,Journal,13,5,1097,,"The preparation of novel organic-inorganic hybrid mesoporous organosilica containing pyridinedicarboxamide functional groups uniformly distributed inside the nanostructured pore walls has been addressed. The mesoporosity and uniformity of the synthesized nanomaterials were characterized by different techniques such as nitrogen adsorption/desorption measurements and powder X-ray diffraction (PXRD). Additionally, the presence of the pyridinedicarboxamide in the pore walls of the nanomaterials was assessed by Fourier-transform infrared spectroscopy (FT-IR), as well as 29Si and 13C solid-state cross-polarization and magic angle spinning nuclear magnetic resonance (CP/MAS-NMR). The Knoevenagel condensation of aldehydes with active methylene compounds was carried out over the pyridinedicarboxamide functionalized mesoporous organosilica, which has been proven to be an efficient heterogeneous basic catalyst in the presence of ethanol as solvent. The catalytic activity of the investigated materials was investigated in the Knoevenagel condensation between malononitrile and several benzaldehyde derivatives exhibiting a high conversion (>90%) and excellent selectivity toward the final condensation products under very mild reaction conditions. Furthermore, the catalyst stability is noteworthy as it could be recycled and reused at least twelve times without any significant change in the performance.",Base catalysts | Knoevenagel condensation | Periodic mesoporous organosilica | Pyridine carboxamide,13,1,repositoryvor,Green,MINECO,CTQ2016-78289-P,Ministerio de Economía y Competitividad
374,2-s2.0-85078472701,10.1016/j.mcat.2020.110786,S2468823120300286,,Eggshell-templated synthesis of PbS/CaCO<inf>3</inf> nanocomposites for <sup>[rad]</sup>CO<inf>3</inf><sup>−</sup> mediated efficient degradation of tetracycline under solar light irradiation,ar,Article,Zhang X.,60073621;60015024;60003138,Quanzhou Normal University;RUDN University;Universidad de Córdoba,Quanzhou;Moscow;Cordoba,China;Russian Federation;Spain,5,"Zhang, Xiaoyan;Huang, Jialun;Kang, Zewen;Yang, Da Peng;Luque, Rafael",58740124000;57225095876;57208055426;55776174400;26643003700,60073621;60073621;60073621;60073621;60003138-60015024,2020-03-01,March 2020,Molecular Catalysis,24688231,21100831009,,Journal,484,,110786,,"Photocatalytic degradation reactions have been reported to be mediated by hydroxyl radicals, superoxide radical or photogenerated electrons and holes. The significant role of carbonate radicals in the photocatalytic degradation of carbonate-based materials has been largely ignored to date. Herein, we report carbonate radical mediated photocatalytic degradation of tetracycline hydrochloride by using eggshell-based PbS/CaCO3, exhibiting a remarkably enhanced photocatalytic activity. This research represents a fundamental breakthrough toward the green synthesis of semiconductors/CaCO3-based photocatalysts and understanding of significant role of carbonate radical in photocatalytic degradation processes.",CaCO -based 3 | Carbonate radical | Mechanism | Photocatalyst | Photocatalytic degradation,23,0,,,NSFC,JT180363,National Natural Science Foundation of China
375,2-s2.0-85082768989,10.1021/acssuschemeng.0c01541,,,Erratum: Core-Shell Pt@Ir Nanothorns on Carbon Fiber Paper Electrodes for Carboxylic Acid Valorization via Kolbe Electrolysis (ACS Sustainable Chemistry &amp; Engineering (2019) 7:21 (18061-18066) DOI: 10.1021/acssuschemeng.9b05045),er,Erratum,Yuan G.,,,,,5,"Yuan, Gang;Wang, Li;Zhang, Xiangwen;Luque, Rafael;Wang, Qingfa",57196033736;57211228088;57208478294;26643003700;7406912502,,2020-02-24,24 February 2020,ACS Sustainable Chemistry and Engineering,,21100248891,21680485,Journal,8,13,,5393,"For the TOC and abstract graphics of the original published article,1 the SEM image of Pt nanothorns was used, which changed the main focus of the article. The SEM image of Pt nanothorns has been replaced with that of Pt@Ir nanothorns accordingly. The correct version of the TOC and abstract graphics is shown below.",,0,0,,,,undefined,
376,2-s2.0-85080949387,10.1039/c9gc03811f,,,Carbon dots as photocatalysts for organic synthesis: Metal-free methylene-oxygen-bond photocleavage,ar,Article,Cailotto S.,60013494;60003138,Università Ca' Foscari Venezia;Universidad de Córdoba,Venice;Cordoba,Italy;Spain,7,"Cailotto, Simone;Negrato, Matteo;Daniele, Salvatore;Luque, Rafael;Selva, Maurizio;Amadio, Emanuele;Perosa, Alvise",57201485527;57215417611;35500817600;26643003700;23068745000;22953001000;6701783952,60013494;60013494;60013494;60013494-60003138;60013494;60013494;60013494,2020-02-21,21 February 2020,Green Chemistry,14639262,24069,14639270,Journal,22,4,,1145-1149,"We report for the first time that irradiation of four different citric acid-derived carbon dots (CDs), in the absence of any other redox mediators, promotes an organic reaction. In this proof-of-concept study methylene-oxygen bond reductive photocleavage in N-methyl-4-picolinium esters is demonstrated. Cyclic voltammetry and UV-Vis spectra of the CDs and of the esters indicate that photocleavage reactivity correlates with the redox properties and the relative energies expressed in the Fermi scale. A photo-fragmentation mechanism is proposed. This study offers a new possibility to employ inexpensive and readily available CDs to promote photo-organic reactions.",,36,0,,,FSE,2120-31-2216-2016,"Faculty of Science and Engineering, University of Manchester"
377,2-s2.0-85080881321,10.1039/c9gc04091a,,,Scrap waste automotive converters as efficient catalysts for the continuous-flow hydrogenations of biomass derived chemicals,ar,Article,Cova C.M.,60085101;60016809;60015024;60003138,"Centro de Investigación Biomédica en Red de Bioingeniería, Biomateriales y Nanomedicina;Universidad de Zaragoza;RUDN University;Universidad de Córdoba",Madrid;Zaragoza;Moscow;Cordoba,Spain;Spain;Russian Federation;Spain,5,"Cova, Camilla Maria;Zuliani, Alessio;Manno, Roberta;Sebastian, Victor;Luque, Rafael",57203684494;57103390900;57204609775;57200049294;26643003700,60003138;60003138;60016809;60016809-60085101;60003138-60015024,2020-02-21,21 February 2020,Green Chemistry,14639262,24069,14639270,Journal,22,4,,1414-1423,"The catalytic activity of scrap ceramic-cores of automotive catalytic converters (SCATs) was investigated in the continuous-flow hydrogenation of different biomass-derived chemicals. The waste SCAT powders were deeply characterized by ICP-MS, TGA, MP-AES, XRD, N2 physisorption, TPR, HRTEM and EDS before and after utilization as a catalyst. The hydrogenation reactions of isopulegol to menthol, cinnamyl alcohol to hydrocinnamyl alcohol, isoeugenol to dihydroeugenol, vanillin to vanillyl alcohol and benzaldehyde to benzyl alcohol were performed studying the influence of various reaction parameters (temperature, pressure, flow rate and concentration of the starting material) on the final yields. The outstanding performance and stability obtained for the low metal content of waste-derived catalysts can be attributed to the co-presence of different noble metals as well as to the composite structure itself.",,14,0,repositoryvor,Green,H2020,721290,Horizon 2020 Framework Programme
378,2-s2.0-85076059795,10.1016/j.bej.2019.107421,S1369703X19303602,,Production of 5-hydroxymethyl-2-furan carboxylic acid by Serratia marcescens from crude 5-hydroxymethylfurfural,ar,Article,Muñoz T.,60077378;60015024;60014624;60003138,Universidad Pedagógica y Tecnológica de Colombia;RUDN University;Centro de Investigacion y Desarrollo En Ciencias Aplicadas Dr. Jorge Juan Ronco;Universidad de Córdoba,Tunja;Moscow;La Plata;Cordoba,Colombia;Russian Federation;Argentina;Spain,6,"Muñoz, Tatiana;Rache, Leidy Y.;Rojas, Hugo A.;Romanelli, Gustavo P.;Martinez, José J.;Luque, Rafael",57212135610;58258958200;23025604300;7005511248;7404312604;26643003700,60077378;60077378;60077378;60014624;60077378;60003138-60015024,2020-02-15,15 February 2020,Biochemical Engineering Journal,1369703X,16849,1873295X,Journal,154,,107421,,"A valuable monomer in the synthesis of various polyesters is 5-hydroxymethyl-2-furan carboxylic acid (HMFCA). In this work, the synthesis of HMFCA using crude HMF obtained from fructose is described. To obtain crude HMF, fructose dehydration was performed by thermal treatment with Nb2O5, obtaining a yield of 76%. Then, the crude HMF was evaluated in the production of HMFCA using Serratia marcescens at different conditions such as initial optical density (OD), pH, temperature, and substrate concentration. Once the conditions were optimized, the HMFCA concentration of 790.2 mg/L was obtained using the fed-batch strategy.",Biocatalytic oxidation | HMF | HMFCA | S. marcescens,20,0,,,,5-100,"Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS)"
379,2-s2.0-85079493631,10.1039/c9gc04092g,,,Heterogeneous (de)chlorination-enabled control of reactivity in the liquid-phase synthesis of furanic biofuel from cellulosic feedstock,ar,Article,Li H.,60108649;60026990;60015024;60012293;60005027;60003138,Center of Innovative and Applied Bioprocessing;Tianjin University of Technology;RUDN University;Hebei University;Guizhou University;Universidad de Córdoba,Mohali;Tianjin;Moscow;Baoding;Guiyang;Cordoba,India;China;Russian Federation;China;China;Spain,8,"Li, Hu;Wang, Changhong;Xu, Yufei;Yu, Zhaozhuo;Saravanamurugan, Shunmugavel;Wu, Zhilei;Yang, Song;Luque, Rafael",35933455300;55735837300;57205669275;57213222868;6507575237;57157590100;7408519878;26643003700,60005027;60026990;60005027;60005027;60108649;60012293;60005027;60003138-60015024,2020-02-07,7 February 2020,Green Chemistry,14639262,24069,14639270,Journal,22,3,,637-645,"The utilization of polymeric biorenewables for the synthesis of biofuels and essential chemicals is largely obstructed by their recalcitrant structures and complex product distribution. Here, hydrosilane-mediated hydrodeoxygenation (HDO) of the furanic mixture 5-hydroxymethylfurfural (HMF) and 5-chloromethylfurfural (CMF), directly derived from cellulosic biomass, can be enabled by heterogeneous Pd-catalyzed dechlorination to exclusively give the biofuel 2,5-dimethylfuran (DMF) in a high overall yield of 72%. Kinetic and isotope labeling studies supported by computational calculations explicitly elucidate the reaction pathways. The initial dechlorination of CMF into acidic species promotes the rapid in situ formation of relatively stable acetalized and etherified furanic intermediates, which not only greatly accelerate the reactivity of the entire HDO process (TOF: up to 1200 h-1), but are also able to significantly get rid of unwanted side reactions. Importantly, this catalytic system can also be applied for the upgrade of various chlorinated carboxides to produce ortho-, meta- and para-substituted arenes with satisfactory yields of 82-99% at 25-45 °C, and the used commercial Pd/C catalyst is highly recyclable.",,29,0,,,NSFC,161030,National Natural Science Foundation of China
380,2-s2.0-85075605835,10.1007/s41061-019-0264-1,,31776710,Waste-derived Materials: Opportunities in Photocatalysis,re,Review,Rodríguez-Padrón D.,60015024;60014655;60003138,"RUDN University;Universidad de Granada, Facultad de Ciencias;Universidad de Córdoba",Moscow;Granada;Cordoba,Russian Federation;Spain;Spain,3,"Rodríguez-Padrón, Daily;Luque, Rafael;Muñoz-Batista, Mario J.",57194760010;26643003700;55753243400,60003138;60003138-60015024;60003138-60014655,2020-02-01,1 February 2020,Topics in Current Chemistry,23650869,21972,23648961,Journal,378,1,3,,"Waste-derived materials have been gaining increased attention in recent years due to their great potential and environmentally friendly nature. Several contributions in the literature have covered the advances achieved so far in this area. Nonetheless, to the best of our knowledge, no review has been dedicated specifically to waste-derived or templated photocatalytic materials. Both photocatalysis and (bio)waste-inspired design yield materials of a remarkably green nature. Therefore, the partnership between them may open promising possibilities for both waste valorization and photocatalytic processes, which in turn will lead to sustainable development globally, with the potential for full utilization of renewable energy sources such as biomass and sunlight. Several photocatalytic waste-derived materials, synthetic procedures, and applications will be described throughout this work, including waste-derived/templated TiO2, ZnO, and metal sulfide materials. Special attention will be given to biomass-inspired carbonaceous materials, including carbon quantum dots and graphitic carbon nitride (g-C3N4).",Biomass | Green chemistry | Nanomaterials | Photocatalysis | Valorization | Waste,20,0,,,MINECO,CTQ2016-78289-P,Ministerio de Economía y Competitividad
381,2-s2.0-85079505258,10.3389/fchem.2020.00042,,,Tuneable Acidity in Fluorinated Al-SBA-15 Materials for the Esterification of Valeric Acid to Alkyl Valerates,ar,Article,Blanco-Sánchez M.,60015024;60003138,RUDN University;Universidad de Córdoba,Moscow;Cordoba,Russian Federation;Spain,6,"Blanco-Sánchez, Miguel;Pfab, Evan;Lázaro, Noelia;Balu, Alina M.;Luque, Rafael;Pineda, Antonio",57214915877;57208701796;57207449456;22940159800;26643003700;55412652100,60003138;60003138;60003138;60003138;60003138-60015024;60003138,2020-01-31,31 January 2020,Frontiers in Chemistry,,21100461983,22962646,Journal,8,,42,,"The acidity of Al-SBA-15 materials functionalized by ball milling with several niobium loadings (0. 25–1 wt.%) as well as with several fluorine loadings (by wet impregnation using NH4F as a precursor) was characterized and materials investigated in the esterification of valeric acid to alkyl valerates. The parent Al-SBA-15 support as well as the modified materials loaded with Nb and/or F have been catalysts synthesized characterized by X-ray diffraction (XRD), N2 physisorption measurements, and diffuse reflection infrared spectroscopy (DRIFT) among others. A special interest was paid on the acidity of the materials that was investigated by temperature-programmed desorption of pyridine. Interestingly, the characterization results for the materials containing fluorine showed up an increase in the acidity strength despite of a reduction in the number of acid sites. The catalytic performance of the as-prepared catalysts was investigated in the microwave-assisted esterification reaction of valeric acid to valerate esters. Thus, while the materials modified with niobium exhibited a lower catalytic activity as compared with the catalytic support (Al-SBA-15), the materials loaded with fluorine either onto Al-SBA-15 or on Nb1%/Al-SBA-15 materials presented enhanced conversion values of valeric acid. Therefore, it can be said that the new acid sites with enhanced strength formed by the incorporation of fluorine boost the esterification of valeric acid with alcohols to form the respective valerate ester.",alkyl valerates | biomass valorisation | esterification | heterogeneous catalysts | mesoporous materials,7,1,repositoryvor,Green,,undefined,Universidad de Córdoba
382,2-s2.0-85078546041,10.1021/acssuschemeng.9b06002,,,Characterization and Antioxidant Activity of Microwave-Extracted Phenolic Compounds from Biomass Residues,ar,Article,Rodríguez-Padrón D.,60108665;60015024;60003138;60001422,Université PSL;RUDN University;Universidad de Córdoba;Sorbonne Université,Paris;Moscow;Cordoba;Paris,France;Russian Federation;Spain;France,7,"Rodríguez-Padrón, Daily;Zhao, Deyang;Garín Ortega, Romina N.;Len, Christophe;Balu, Alina M.;García, Aracelí;Luque, Rafael",57194760010;57201859441;57214244852;7004295722;22940159800;55452175100;26643003700,60003138;60001422-60108665;60003138;60001422-60108665;60003138;60003138;60003138-60015024,2020-01-27,27 January 2020,ACS Sustainable Chemistry and Engineering,,21100248891,21680485,Journal,8,3,,1513-1519,"The present work deals with the extraction of phenolic compounds from biomass through microwave-assisted processes. In this case, green walnut shell residues have being studied for the extraction of phenolic compounds with antioxidant power, as an attractive option for their valorization toward value-added compounds. Thus, our work is focused on the optimization of the microwave extraction conditions, in terms of solvent system, temperature, and time, in order to obtain phenolic compounds with higher antioxidant properties from the green walnut shell. Several tests were performed to investigate the effect of each parameter on the antioxidant activity and in the total phenolic content. Water/acetonitrile (1:1) was found as the best solvent system. In addition, 30 min and 100 °C were selected as optimum extraction parameters. Under the aforementioned conditions, 95% of antioxidant power and a total phenolic content 99.09 ± 0.09 mg GAE/g of extract was achieved. These results are in accordance with the observed data from ATR-IR spectra, suggesting that under such conditions the best balance between phenolic content and lower polysaccharide contamination was reached. This work could pave the way in order to minimize the impact of waste on the environment, and it can be useful for those companies that would like to introduce the circular economy and obtain more benefits from the generated residues.",Agricultural residues | Antioxidant | Biomass valorization | Green nutshell | Microwave-assisted extraction,20,0,,,MINECO,CTQ2016-78289-P,Ministerio de Economía y Competitividad
383,2-s2.0-85076359500,10.1002/cctc.201901443,,,Kolbe Electrolysis of Biomass-Derived Fatty Acids Over Pt Nanocrystals in an Electrochemical Cell,ar,Article,Yuan G.,60019533;60015024;60003138,Tianjin University;RUDN University;Universidad de Córdoba,Tianjin;Moscow;Cordoba,China;Russian Federation;Spain,9,"Yuan, Gang;Wu, Chan;Zeng, Guorong;Niu, Xiaopo;Shen, Guoqiang;Wang, Li;Zhang, Xiangwen;Luque, Rafael;Wang, Qingfa",57196033736;56151023800;57208143008;57200638192;56747016600;57043972700;57208478294;26643003700;7406912502,60019533-60003138;60019533;60019533;60019533;60019533;60019533;60019533;60003138-60015024;60019533,2020-01-18,18 January 2020,ChemCatChem,18673880,19900191733,18673899,Journal,12,2,,642-648,"Electrochemical valorization of non-food biomass-derived carboxylates into fuels is promising for the conversion, storage, and distribution of renewable electricity. Herein, we demonstrate that biofuels, hydrogen, and bicarbonate can be simultaneously produced in an electrochemical cell by one-step electrolysis of free fatty acids under ambient conditions on 3D self-supported ultralow Pt loading (2 wt %) electrode. The three valuable products can naturally separate from each other during the electrolysis in the alkaline aqueous solution. The experimental suggests that Pt(100) and Pt(110) are favorable for the production of non-Kolbe and Kolbe hydrocarbons, respectively. DFT calculation further clarifies the adsorption and stabilization of the reaction intermediates on Pt(100) and Pt(110).",biomass valorization | DFT calculations | electrodeposition | Kolbe electrolysis | renewable resources,13,0,,,NSFC,21203137,National Natural Science Foundation of China
384,2-s2.0-85077944716,10.1021/acsami.9b13571,,31851482,Improving Electrochemical Hydrogen Evolution of Ag@CN Nanocomposites by Synergistic Effects with α-Rich Proteins,ar,Article,Rodríguez-Padrón D.,60027844;60015024;60007801;60003138,Universidad de Granada;RUDN University;The University of Texas at El Paso;Universidad de Córdoba,Granada;Moscow;El Paso;Cordoba,Spain;Russian Federation;United States;Spain,6,"Rodríguez-Padrón, Daily;Puente-Santiago, Alain R.;Cano, Manuel;Caballero, Alvaro;Muñoz-Batista, Mario J.;Luque, Rafael",57194760010;57189215134;56522495000;57208463507;55753243400;26643003700,60003138;60003138-60007801;60003138;60003138;60003138-60027844;60003138-60015024,2020-01-15,15 January 2020,ACS Applied Materials and Interfaces,19448244,19700171101,19448252,Journal,12,2,,2207-2215,"A graphitic carbon nitride nanostructure has been successfully functionalized by incorporation of different silver contents and subsequent modification with an α-rich protein, namely hemoglobin. Mechanochemistry has been employed, as an efficient and sustainable procedure, for the incorporation of the protein. A complete characterization analysis has been performed following a multitechnique approach. Particularly, XPS data exhibited considerable differences in the C 1s region for the Hb/xAg@CN, ensuring the successful protein anchorage on the surface of the graphitic carbon nitride-based materials. The as-synthesized nanomaterials delivered impressive performance toward hydrogen evolution reactions with an overpotential of 79 mV at a current density of 10 mA/cm2 for Hb/20Ag@CN nanohybrids, which is comparable with the most efficient HER electrocatalysts reported in the literature. The outstanding HER properties were associated with the unique synergistic interactions, quantitatively measured, between AgNPs, Hb tertiary architecture, and the graphitic carbon nitride networks.",bioconjugates | electrocatalysis | graphitic carbon nitride | hemoglobin | hydrogen evolution reaction | mechanochemistry | silver nanoparticles | synergy,20,0,repositoryam,Green,MINECO,CTQ2016-78289-P,Ministerio de Economía y Competitividad
385,2-s2.0-85077143366,10.1021/acssuschemeng.9b05671,,,Calcified Shrimp Waste Supported Pd NPs as an Efficient Catalyst toward Benzene Destruction,ar,Article,Odoom-Wubah T.,60018205;60015024;60014475;60003138,Xiamen University;RUDN University;Jimei University;Universidad de Córdoba,Xiamen;Moscow;Xiamen;Cordoba,China;Russian Federation;China;Spain,7,"Odoom-Wubah, Tareque;Li, Qun;Mulka, Rafal;Chen, Min;Huang, Jiale;Li, Qingbiao;Luque, Rafael",55579821100;57200560255;56919767800;58602414700;13103983200;55644768200;26643003700,60018205;60018205;60018205;60018205;60018205;60018205-60014475;60003138-60015024,2020-01-13,13 January 2020,ACS Sustainable Chemistry and Engineering,,21100248891,21680485,Journal,8,1,,486-497,"Shrimp waste (SW) was calcified to CaCO3 and CaO with variant morphologies by simple calcination in air and used as efficient support for Pd NPs (<7 nm) in benzene oxidation. A combination of in situ diffuse reflectance fourier transform (DRIFT), hydrogen temperature-programmed reduction (H2-TPR), X-ray photoelectron spectroscopy (XPS), and transmission electron microscopy (TEM) were utilized to study the physicochemical properties and reveal the possible oxidation mechanism. The existence of both Pd2+ and Pd0 was essential for the oxidation activity. The 0.5-Pd/SW@600 catalyst with low activation energy (Ea = 50 kJ/mol) presented the best activity among the calcified SW supports. The observed performances correlated with the high Pd metal dispersion, the nature and morphology of the support, and the synergistic effect between the small Pd NPs and the SW support. In addition, the catalyst showed desirable stability and exceptional reusability, being highly resistant to CO2 and H2O vapor. Considering their green, high efficiency, but cost-effective nature, the biogenic Pd/SW catalysts are promising catalysts, and a million tons of SW can find application as support in benzene abatement.",benzene oxidation | bioreduction | shrimp waste | supported metal catalyst | VOCs,19,0,,,NSFC,21536010,National Natural Science Foundation of China
386,2-s2.0-85087976412,10.1016/j.cattod.2020.06.055,S0920586120304417,,Living and acting scholarly in interesting times,ed,Editorial,Lercher J.,,,,,6,"Lercher, Johannes;Kung, Harold;Nam, In Sik;Luque, Rafael;Spivey, James;Khidr, Lily",57203666277;7402514104;57202034801;26643003700;7005741953;57217874252,,2020-01-01,2020,Catalysis Today,09205861,16377,,Journal,,,,,,,0,0,,,,undefined,
387,2-s2.0-85083555180,10.1016/j.csbj.2020.04.006,S2001037020300295,,Microvesicles from indoxyl sulfate-treated endothelial cells induce vascular calcification in vitro,ar,Article,Alique M.,60101757;60027800;60025844;60004024;60003138,Hospital Universitario Infanta Leonor;Universidad de Alcalá;Hospital Universitario Puerta de Hierro Majadahonda;Hospital Universitario 12 de Octubre;Universidad de Córdoba,Madrid;Alcala de Henares;Majadahonda;Madrid;Cordoba,Spain;Spain;Spain;Spain;Spain,11,"Alique, Matilde;Bodega, Guillermo;Corchete, Elena;García-Menéndez, Estefanya;de Sequera, Patricia;Luque, Rafael;Rodríguez-Padrón, Daily;Marqués, María;Portolés, José;Carracedo, Julia;Ramírez, Rafael",6506076749;7003602056;35175668900;57198770858;6603858656;26643003700;57194760010;7201744215;7003392827;7004658274;57192088153,60027800;60027800;60101757;60025844;60101757;60003138;60003138;60025844;60025844;60004024;60027800,2020-01-01,2020,Computational and Structural Biotechnology Journal,,21100318415,20010370,Journal,18,,,953-966,"Vascular calcification (VC), an unpredictable pathophysiological process and critical event in patients with cardiovascular diseases (CVDs), is the leading cause of morbi-mortality and disability in chronic kidney disease (CKD) patients worldwide. Currently, no diagnostic method is available for identifying patients at risk of VC development; the pathology is detected when the process is irreversible. Extracellular vesicles (EVs) from endothelial cells might promote VC. Therefore, their evaluation and characterization could be useful for designing new diagnostic tools. The aim of the present study is to investigate whether microvesicles (MVs) from endothelial cells damaged by uremic toxin and indoxyl sulfate (IS) could induce calcification in human vascular smooth muscle cells (VMSCs). Besides, we have also analyzed the molecular mechanisms by which these endothelial MVs can promote VC development. Endothelial damage has been evaluated according to the percentage of senescence in endothelial cells, differential microRNAs in endothelial cells, and the amount of MVs released per cell. To identify the role of MVs in VC, VSMCs were treated with MVs from IS-treated endothelial cells. Calcium, inflammatory gene expression, and procalcification mediator levels in VSMCs were determined. IS-treated endothelial cells underwent senescence and exhibited modulated microRNA expression and an increase in the release of MVs. VSMCs exposed to these MVs modulated the expression of pro-inflammatory genes and some mediators involved in calcification progression. MVs produced by IS-treated endothelial cells promoted calcification in VSMCs.",Calcification | Endothelial cells | Microvesicles | Uremic toxins | Vascular cells,34,1,repositoryam,Green,ISCIII,PI17/01029,Instituto de Salud Carlos III
